"id","title","category","description","prompt","author","source"
"11","Profile / Avatar - Pixar-Style 3D Avatar Generation","","A prompt designed to convert an uploaded profile picture into a high-quality 3D avatar using a Pixar-style aesthetic, emphasizing cheerful expression, smooth textures, and exaggerated, cute proportions.","Create a high-quality 3D avatar of the person in the uploaded image with a cheerful, expressive face. The character should have a warm smile, bright eyes, and soft facial features that feel friendly and approachable. Render in a Pixar-style aesthetic with smooth textures, subtle skin shading, and slightly exaggerated proportions for a cute, animated look. Lighting should be soft and even, creating a clean studio look with gentle shadows for depth.","Heisenberg","https://x.com/rovvmut_/status/2013295220440654142"
"12","Profile / Avatar - Hyper-Realistic Gym Mirror Selfie Prompt (iPhone 17 Pro Simulation)","","A highly technical prompt for Gemini Nano Banana Pro designed to simulate a raw, high-contrast gym mirror selfie taken with an ultra-wide-angle iPhone 17 Pro lens. It mandates extreme bio-fidelity, sharp focus across all planes (no bokeh), aggressive anatomical tapering, and realistic textural details on clothing and skin, aiming for an unedited social media dump aesthetic.","(Vertical 9:16 smartphone aspect ratio). A raw, high-contrast [Gym Interior Mirror Capture] taken with an iPhone 17 Pro using the 0.5x ultra-wide-angle lens. NO ARTIFICIAL BOKEH. Every focal plane remains SHARP and in focus, from the subject's skin to the distant gym equipment.
Subject & Identity Locking:
•Identity: Strictly preserve the exact heart-shaped facial structure and unique features of the woman in Image 1 (Selfie).
•Bio-Fidelity: Render high-fidelity ""TrueLens"" biological physics: visible micro-pores, a natural ""satin-finish"" night hydration glow, and fine vellus hair catching the overhead light ONLY along the jawline.
•Silhouette Calibration (MAXIMUM UFF-FACTOR): Prioritize a dominant structural upper-torso volume and substantial, thick-toned anatomical depth in the lower extremities. Focus on an aggressive architectural tapering at the midsection to maximize the S-curve geometry.
Outfit & Textural Interaction:
•Clothing: A high-density, matte-black technical textile tee and matching high-tension minimalist athletic shorts.
•Tension: The technical fabric exhibits extreme mechanical tension and a vacuum-tight fit, creating realistic textural expansion and ""tension lines"" where the material contours to her fit silhouette.
•Matter Physics: White high-density cotton crew socks showing realistic textural contact and weight distribution against the tiled floor.
Pose & Composition:
•Pose: A 3/4 side-profile mirror selfie. She is standing with an axial rotation of the torso toward the mirror, arching her spine and popping her hip to highlight the symmetrical 3D volume of her physique.
•Action: Her RIGHT HAND holds a smartphone with a decorative casing, capturing the full-body ""fit-check"" reflection.
•UI Overlay: A white digital clock timestamp in the top-left corner reads ""8:33 PM"" in a simple sans-serif font.
Environment & Social Realism:
•Lighting: Direct, harsh overhead industrial lighting creating high-contrast specular highlights and deep, defining shadows that amplify her 3D form.
•Background (SHARP): A detailed commercial gym interior. A vibrant neon-green structural pillar, a white tiled floor with visible grout lines, and dark athletic benches are all perfectly IN FOCUS. No artificial blur.
Quality: Raw unedited social-media dump aesthetic, high dynamic range, visible digital grain in the deep shadows (ISO 1600 style), 8k resolution. Everything is sharp, detailed, and physically real.","Dan Reed","https://x.com/daaaaanc/status/2013280839228866742"
"13","Profile / Avatar - Avatar Girl Studio Portrait Transformation Prompt","","A detailed JSON prompt for generating a photorealistic studio portrait of a woman, transforming her human ears into elegant fantasy avatar ears while strictly locking her identity, skin texture, and facial proportions based on a reference image.","{
  ""JOB_TYPE"": ""image_generation"",
  ""LANGUAGE"": ""en"",
  ""REFERENCE_IMAGES"": {
    ""REF_1_SUBJECT_IDENTITY"": ""Use the FIRST reference image as the ONLY source for the woman's identity (face, skin texture, freckles, eye area, nose, lips, jawline, proportions). Keep her identity unchanged."",
    ""REF_2_OPTIONAL"": ""If a second reference is used, it is ONLY for mood/lighting. Do not change identity.""
  },
  ""LOCKS"": {
    ""IDENTITY_LOCK"": ""The woman’s identity MUST match REF_1 exactly. Do not change age, ethnicity, facial structure, freckles pattern, eye shape, nose, lips, or skin texture."",
    ""STUDIO_LOCK"": ""Must look like a professional studio portrait with a pure white seamless background."",
    ""FRAMING_LOCK"": ""Waist-up portrait. Head fully visible. Centered composition.""
  },
  ""SCENE"": {
    ""SETTING"": ""professional photo studio"",
    ""BACKGROUND"": ""pure white seamless backdrop, clean and shadow-minimized"",
    ""LIGHTING"": ""softbox key light + gentle fill, high-key studio lighting, even exposure, soft shadows"",
    ""CAMERA"": {
      ""SHOT_TYPE"": ""waist-up portrait"",
      ""ANGLE"": ""eye-level"",
      ""LENS_LOOK"": ""portrait lens look, natural perspective, sharp focus on eyes"",
      ""QUALITY"": ""ultra high resolution, crisp details, natural skin texture""
    }
  },
  ""SUBJECT"": {
    ""POSE"": ""neutral relaxed posture, shoulders natural, head slightly tilted if needed, calm confident expression"",
    ""GAZE"": ""looking into the camera"",
    ""CLOTHING"": ""simple minimal top (neutral tone), no logos, studio-appropriate""
  },
  ""TRANSFORMATIONS"": {
    ""AVATAR_EARS"": {
      ""DESCRIPTION"": ""Replace human ears with elegant fantasy avatar ears: elongated, slightly pointed, smooth organic shape, natural attachment to the head, realistic skin blending and shading, symmetrical, proportional to the face.""
    },
    ""HAIR"": {
      ""COLOR"": ""{argument name=""hair color"" default=""near-white silver gray (very light), cool-toned""}"",
      ""STYLE"": ""neatly done rasta braids (dreadlock braids), thin-to-medium thickness, clean scalp parting lines, tidy edges, professional braiding, consistent braid length, natural fall around head and shoulders"",
      ""DETAILS"": ""high strand definition, no frizz, realistic fiber texture""
    }
  },
  ""RENDERING_STYLE"": {
    ""LOOK"": ""photorealistic studio portrait with subtle fantasy features"",
    ""SKIN"": ""keep natural pores and freckles, no plastic skin, no over-smoothing"",
    ""COLOR_GRADING"": ""clean neutral, high-key studio tones""
  },
  ""NEGATIVE_PROMPT"": [
    ""different person"",
    ""face changed"",
    ""extra ears"",
    ""deformed ears"",
    ""asymmetrical ears"",
    ""blurry"",
    ""low resolution"",
    ""cartoon"",
    ""anime"",
    ""over-smooth skin"",
    ""heavy makeup"",
    ""harsh shadows"",
    ""colored background"",
    ""busy background"",
    ""text"",
    ""watermark"",
    ""logo"",
    ""cropped head"",
    ""out of frame""
  ],
  ""OUTPUT"": {
    ""ASPECT_RATIO"": ""1:1"",
    ""STYLE_STRENGTH"": ""medium"",
    ""REA","manolya","https://x.com/manolyaai/status/2013230284175495545"
"14","Profile / Avatar - iPhone 15 Pro Candid Beach Selfie Prompt","","An extremely detailed, structured JSON prompt for Nano Banana Pro, simulating a candid, high-angle selfie taken with an iPhone 15 Pro on a bright beach. The prompt specifies hyper-realistic subject details (porcelain doll features, specific clothing, and expression) and technical constraints, including lighting, environment, and a negative prompt list.","{
    ""format"": {
      ""type"": ""editorial"",
      ""intent"": ""candid/selfie/accidental"",
      ""aspect_ratio"": ""9:16"",
      ""resolution"": ""4K""
    },
    ""camera_system"": {
      ""body"": ""iPhone 15 Pro"",
      ""lens"": ""Main Camera"",
      ""focal_length"": ""24mm"",
      ""associative_traits"": ""computational photography, deep depth of field, sharp digital readout, auto-exposure""
    },
    ""subject"": {
      ""identity"": ""young woman with specific porcelain doll features"",
      ""physical_details"": ""flawless pale skin, large round icy blue eyes with defined lashes, small defined nose, pouty neutral mouth, platinum blonde hair in two tight braids, vibrant blue manicured nails"",
      ""clothing"": ""light blue form-fitting top with a very deep, wide plunging V-neckline revealing significant cleavage"",
      ""action"": ""high-angle selfie POV, shielding eyes with one hand against bright coastal light, looking up at camera"",
      ""expression"": ""neutral, wide-eyed, deadpan, vacant doll-like stare""
    },
    ""lighting"": {
      ""source"": ""bright natural coastal daylight + sand bounce"",
      ""direction"": ""overhead and omnidirectional fill"",
      ""quality"": ""soft, diffused but very bright"",
      ""color_temp"": ""neutral daylight (5500K)"",
      ""fill"": ""maximum fill from bright white sand reflection"",
      ""distribution"": ""even illumination, few shadows, flattering on skin texture"",
      ""intent"": ""bright beach day""
    },
    ""environment"": {
      ""setting"": ""sandy beach during the day"",
      ""hero_materials"": [
        {
          ""material"": ""sand"",
          ""micro_detail"": ""fine white grains, highly reflective""
        },
        {
          ""material"": ""fabric"",
          ""micro_detail"": ""light blue swimwear/stretch cotton blend""
        },
        {
          ""material"": ""skin"",
          ""micro_detail"": ""smooth, poreless, porcelain texture, slightly dewy from heat""
        }
      ],
      ""objects"": ""ocean horizon line blurred in far background, expansive sand"",
      ""state"": ""bright, sunny, coastal""
    },
    ""technical_finish"": {
      ""film_stock"": ""Digital Source"",
      ""exposure"": ""brightly exposed (high key)"",
      ""grain"": ""none/digital noise"",
      ""tone_curve"": ""linear neutral"",
      ""color_science"": ""pastel palette (light blues, white sand, pale skin), natural daylight colors""
    },
    ""constraints"": {
      ""avoid"": [
        ""snow"",
        ""winter clothes"",
        ""red nails"",
        ""black top"",
        ""modest neckline"",
        ""heavy shadows""
      ],
      ""must_include"": [
        ""blue nails"",
        ""light blue top"",
        ""deep cleavage"",
        ""beach background"",
        ""porcelain doll features""
      ]
    }
  }","Emily","https://x.com/IamEmily2050/status/2013189624848633963"
"15","Profile / Avatar - Selfie to Professional LinkedIn Headshot Conversion","","A prompt instructing the AI to convert an uploaded selfie into a professional LinkedIn headshot. It specifies a softly blurred office background with large windows, clean and realistic style, subtle retouching, and soft daylight, while strictly maintaining the facial features and hairstyle from the original image.","Turn this selfie into a professional LinkedIn headshot of a man. Background: softly blurred office with big windows. Style: clean, realistic, subtle retouching, no heavy filters. Lighting: soft daylight from the front. Constraints: keep facial features and hairstyle accurate, no text.","Snow","https://x.com/iamrealsnow/status/2013187622299156726"
"16","Profile / Avatar - Image-to-Image Winter Alpine Portrait","","A structured prompt for Gemini Nano Banana Pro using the Stable Diffusion XL model for image-to-image generation. It requires an uploaded reference image to preserve the subject's identity and generates an ultra-realistic outdoor winter portrait on an alpine balcony, specifying platinum blonde pigtails, a playful expression, and crisp natural winter daylight.","{
  ""type"": ""image_to_image"",
  ""model"": ""stable-diffusion-xl"",
  ""prompt"": ""Use the uploaded image as the main reference and keep the same person, face structure, skin tone, and identity. Create an ultra-realistic outdoor winter portrait on a wooden balcony in snowy alpine mountains. The person is leaning slightly forward toward the camera with a playful kiss-pout expression. Platinum blonde hair styled into two long braided pigtails. Wearing a fitted black long-sleeve top and black pants. Stylish black rectangular sunglasses. Natural fair skin texture with realistic pores and highlights. Background includes snow-covered mountains, pine trees, wooden cabins, and a clear blue winter sky. Fresh snow visible on the balcony railing. A white coffee cup placed casually on the wooden railing. Bright natural winter daylight, crisp sunlight, realistic shadows. Shot with a wide-angle lens, travel lifestyle photography, Instagram aesthetic, ultra-detailed, hyper-realistic, professional photo."",
  ""negative_prompt"": ""blurry, low quality, distorted face, wrong identity, extra fingers, extra limbs, bad anatomy, cartoon, anime, CGI, plastic skin, overexposed snow, watermark, logo, text"",
  ""settings"": {
    ""denoise_strength"": 0.5,
    ""cfg_scale"": 7,
    ""steps"": 30,
    ""sampler"": ""DPM++ 2M Karras"",
    ""aspect_ratio"": ""3:4"",
    ""seed"": -1
  }
}","Sudee🥀","https://x.com/NameIsSudee/status/2013182092331589997"
"17","Profile / Avatar - E-Girl Mirror Selfie in Golden Hour Lighting","","A detailed JSON prompt for Gemini Nano Banana Pro, focusing on generating a photorealistic mirror selfie of a woman in 'e-girl' or 'soft grunge' aesthetic. It specifies platinum blonde hair, a white satin corset with a cartoon print, and the environment of an indoor hallway bathed in warm golden hour sunlight.","{
  ""prompt_description"": {
    ""subject"": {
      ""type"": ""woman"",
      ""hair"": ""long, straight, platinum blonde"",
      ""features"": ""light skin tone, soft makeup, finger resting on lip"",
      ""tattoos"": ""small text tattoo on chest, 'XXX' tattoo on wrist""
    },
    ""outfit"": {
      ""top"": ""white satin corset with pink cartoon/anime print ({argument name=""cartoon character"" default=""My Melody""} style), lace trim, ribbon tie front"",
      ""bottom"": ""black pleated mini skirt, raw hem"",
      ""accessories"": ""black lace-top thigh-high stockings, fishnet tights"",
      ""phone_case"": ""graphic black and white anime style illustration""
    },
    ""pose"": {
      ""type"": ""mirror selfie"",
      ""stance"": ""standing, one hip popped"",
      ""hand_position"": ""holding phone with right hand, left hand touching lip""
    },
    ""environment"": {
      ""location"": ""indoor hallway or bedroom"",
      ""background"": ""white walls, grey tiled floor, framed posters on wall"",
      ""lighting"": ""warm golden hour sunlight, soft shadows"",
      ""decor"": ""minimalist, potted plant in background""
    },
    ""style"": {
      ""aesthetic"": ""e-girl, soft grunge, coquette, trendy"",
      ""camera_angle"": ""eye level, reflection"",
      ""quality"": ""high definition, photorealistic, vivid colors""
    }
  }
}","Mira","https://x.com/xmiiru_/status/2013095567547666866"
"18","Profile / Avatar - Self-Portrait Generation Prompt (Placeholder)","","A placeholder prompt used in a workflow for generating self-portraits using Gemini Nano Banana Pro. The workflow involves uploading clear photos of the user's face and then using this prompt to generate the image.","Generate a photorealistic portrait of the uploaded subject in the style of a {argument name=""style"" default=""cinematic fashion editorial""} with {argument name=""lighting"" default=""dramatic studio lighting""} and a {argument name=""background"" default=""minimalist dark background""}.","七表哥","https://x.com/seven_cuz/status/2013092400701608349"
"19","Profile / Avatar - E-Girl Mirror Selfie in Golden Hour Lighting (Duplicate)","","A detailed JSON prompt for Gemini Nano Banana Pro, focusing on generating a photorealistic mirror selfie of a woman in 'e-girl' or 'soft grunge' aesthetic. It specifies platinum blonde hair, a white satin corset with a cartoon print, and the environment of an indoor hallway bathed in warm golden hour sunlight. (Duplicate of 2013095567547666866)","{
  ""prompt_description"": {
    ""subject"": {
      ""type"": ""woman"",
      ""hair"": ""long, straight, platinum blonde"",
      ""features"": ""light skin tone, soft makeup, finger resting on lip"",
      ""tattoos"": ""small text tattoo on chest, 'XXX' tattoo on wrist""
    },
    ""outfit"": {
      ""top"": ""white satin corset with pink cartoon/anime print ({argument name=""cartoon character"" default=""My Melody""} style), lace trim, ribbon tie front"",
      ""bottom"": ""black pleated mini skirt, raw hem"",
      ""accessories"": ""black lace-top thigh-high stockings, fishnet tights"",
      ""phone_case"": ""graphic black and white anime style illustration""
    },
    ""pose"": {
      ""type"": ""mirror selfie"",
      ""stance"": ""standing, one hip popped"",
      ""hand_position"": ""holding phone with right hand, left hand touching lip""
    },
    ""environment"": {
      ""location"": ""indoor hallway or bedroom"",
      ""background"": ""white walls, grey tiled floor, framed posters on wall"",
      ""lighting"": ""warm golden hour sunlight, soft shadows"",
      ""decor"": ""minimalist, potted plant in background""
    },
    ""style"": {
      ""aesthetic"": ""e-girl, soft grunge, coquette, trendy"",
      ""camera_angle"": ""eye level, reflection"",
      ""quality"": ""high definition, photorealistic, vivid colors""
    }
  }
}","Sudee🥀","https://x.com/NameIsSudee/status/2013083792937009531"
"20","Profile / Avatar - Low-Light Phone Selfie with Screen Glow","","A detailed text prompt for Nano Banana Pro to generate a vertical, realistic, low-light phone selfie in a dim bedroom, emphasizing the cool bluish-purple screen glow on the face and a sleepy, lo-fi aesthetic, requiring the use of a reference face.","Vertical, realistic low-light phone selfie in a dim bedroom at night. Same face as reference (no changes). Cool bluish-purple screen glow lighting on a pale face; background mostly dark with beige blackout curtains on the left. Sleepy, cozy, late-night lo-fi vibe.
Close-up, slightly low angle. Subject lying on stomach, propped on a grey pillow with subtle pattern. Messy black bedhead hair with wispy bangs. Soft, dreamy/blank stare, mouth slightly open. Hand near face, index finger touching lowerlip.
Wearing a {argument name=""clothing item"" default=""black sleeveless camisole""}; thin lace strap visible, left shoulder bare. Soft focus, visible grain/noise, high contrast between lit face and dark background.
Negative Prompt:
bright daylight, sunshine, studio/flash lighting, warm/orange tones, outdoor, sharp focus, professional camera, 4k clean, smooth skin, heavy makeup, cartoon, anime, 3D render, deformed hands, extra/missing fingers, out-of-focus face.","Kevin Hudson","https://x.com/fnjialun/status/2012914967117541703"
"21","Profile / Avatar - Thought-Leader Aesthetic Headshot Prompt (Image-to-Image)","","A prompt designed for image-to-image generation, transforming an attached image into a high-end, professional 'thought leader' headshot. It strictly requires maintaining the facial features of the reference image while applying a specific aesthetic, lighting, and attire.","Using the attached image as the exact facial reference, create a high end thought leader aesthetic professional headshot. Maintain realistic facial structure, skin texture, and expression. Dress in minimalist, premium business attire. Neutral solid background with soft gradient. Soft cinematic lighting, subtle rim light","Shanvi","https://x.com/Skurmii/status/2012914789568450849"
"22","Profile / Avatar - Terminator Girl","","This is Terminator Girl Using Uploaded image as refference","use [uploaded image] as Woman Refference, A wounded female Terminator robot from a science fiction film, an Asian woman with long hair, a beautiful half-face, a cold demeanor, tanned skin, her left cheek injured and the skin peeling off to reveal the mechanical components underneath, a mechanical eyeball and a steel skeleton for her face. The film is futuristic, absurd, and imaginative, featuring a thick, tattered red leather jacket, battle marks, a post-apocalyptic atmosphere, dim lighting, and a faulty, leaky electrical environment. A masterpiece of science fiction, the film boasts a stunningly realistic post-apocalyptic aesthetic, rendered in ultra-high definition.

<img width=""1568"" height=""2720"" alt=""Image"" src=""https://github.com/user-attachments/assets/f53e933e-c521-48ac-831f-2db4ce852a1d"" />","TUKANG NIRU","null"
"23","Profile / Avatar - High-End Influencer Lifestyle Photo with Cheetos Theme","","A comprehensive JSON prompt for Nano Banana Pro to generate an ultra-photorealistic, high-end lifestyle image of a curvy female model posing playfully on a kitchen counter with Cheetos-themed accessories, emphasizing sharp focus and natural daylight.","{
  ""meta"": {
    ""aspect_ratio"": ""9:16"",
    ""quality"": ""ultra_photorealistic"",
    ""resolution"": ""8k"",
    ""camera"": ""Sony A7R IV"",
    ""lens"": ""50mm f/1.4 GM"",
    ""style"": ""high-end influencer lifestyle photography, sharp focus, natural daylight, raw file aesthetic""
  },

  ""scene"": {
    ""location"": ""suburban home kitchen"",
    ""environment"": [
      ""granite countertop with beige and brown speckles"",
      ""dark wood cabinetry in background"",
      ""blurred dining area with dark chairs"",
      ""large window with blinds letting in natural light"",
      ""greenery visible through window blur""
    ],
    ""time"": ""mid-day"",
    ""atmosphere"": ""playful, cheeky, vibrant, casual glam""
  },

  ""lighting"": {
    ""type"": ""mixed natural and ambient indoor"",
    ""key_light"": ""soft diffused daylight coming from window (back-right)"",
    ""fill_light"": ""room ambience reflecting off light walls"",
    ""effect"": ""soft shadows on skin, bright highlights on hair, natural falloff on background"",
    ""reflections"": ""glossy reflection on the Cheetos bags""
  },

  ""camera_perspective"": {
    ""pov"": ""eye-level relative to subject on counter"",
    ""framing"": ""medium shot, knees to head"",
    ""focus"": ""shallow depth of field (bokeh background), sharp focus on eyes and face""
  },

  ""subject"": {
    ""gender"": ""female"",
    ""age"": ""early 20s"",
    ""ethnicity"": ""Caucasian"",
    ""body"": {
      ""type"": ""curvy fit"",
      ""skin"": ""fair complexion, realistic skin texture with visible pores and natural flush, not airbrushed"",
      ""waist"": ""tapered"",
      ""glutes"": ""prominent and curvy (accentuated by pose)"",
      ""legs"": ""toned""
    },

    ""hair"": {
      ""color"": ""vibrant copper red"",
      ""length"": ""long, reaching mid-back"",
      ""style"": ""straight with a half-up high ponytail, loose strands framing face"",
      ""texture"": ""silky but realistic, catching the light""
    },

    ""face"": {
      ""expression"": ""alluring smile, confident gaze looking back over shoulder"",
      ""eyes"": ""piercing bright blue"",
      ""makeup"": ""full glam, matte foundation, heavy mascara, winged eyeliner, soft pink lip"",
      ""details"": ""sharp jawline, silver hoop earring visible""
    },

    ""pose"": {
      ""position"": ""kneeling on top of kitchen island/counter"",
      ""orientation"": ""profile/side view, turning torso back towards camera"",
      ""back"": ""strongly arched (lordosis pose)"",
      ""hands"": ""resting on thighs/counter for support"",
      ""head"": ""turned slightly left to face lens directly""
    },

    ""outfit"": {
      ""bikini"": {
        ""color"": ""{argument name=""bikini color"" default=""bright yellow""} with orange trim"",
        ""style"": ""triangle top and thong bottom"",
        ""fabric"": ""matte swimwear material, slight tension on straps"",
        ""details"": ""strings tied at neck and hips""
      },
      ""accessories"": {
        ""socks"": ""ankle socks with Cheetos-style flame print (yellow/red/orange)"",
        ""jewelry"": ""large thin silver hoop earrings, del""
      }
    }
  }
}","Bananai","https://x.com/aibananai/status/2012887772235743238"
"24","Profile / Avatar - Gen Z Influencer Mirror Selfie in Pastel Hallway","","A highly detailed, photorealistic image generation prompt for a mirror selfie with a Gen Z influencer aesthetic. It specifies the subject's appearance (platinum blonde space buns, specific makeup), attire (pastel green ruched tube dress, orange heels), pose (kneeling, pulling hair), and a detailed pastel-colored domestic hallway environment, including specific phone details.","{
  ""meta_data"": {
    ""prompt_version"": ""2.0"",
    ""use_case"": ""Photorealistic Image Generation"",
    ""main_subject_count"": 1
  },
  ""subject_layer"": {
    ""anatomy"": {
      ""demographics"": {
        ""gender"": ""Female"",
        ""age_group"": ""Young adult"",
        ""ethnicity"": ""Caucasian"",
        ""skin_tone"": ""Light with warm peach undertones"",
        ""build"": ""Fit, petite""
      },
      ""face_detail"": {
        ""eyes"": {
          ""color"": ""Blue"",
          ""makeup"": ""Sharp black winged eyeliner, defined lashes""
        },
        ""nose"": ""Small, button shape"",
        ""mouth"": {
          ""shape"": ""Open 'O' shape (pouty/surprised)"",
          ""teeth_visibility"": ""Upper teeth visible"",
          ""tongue_visibility"": ""Slightly visible behind teeth"",
          ""lip_color"": ""Soft pink, natural""
        },
        ""complexion_accents"": ""Heavy rosy pink blush across cheeks and nose bridge (sun-kissed look)""
      },
      ""hair"": {
        ""color"": ""Platinum blonde"",
        ""style_core"": ""Two messy high space buns"",
        ""framing"": ""Long loose tendrils framing the face"",
        ""interaction"": ""Subject is pulling one long strand sideways with left hand""
      }
    },
    ""attire_layer"": {
      ""garment_main"": {
        ""item"": ""Tube dress"",
        ""length"": ""Mini"",
        ""fit"": ""Tight/Bodycon"",
        ""color"": ""{argument name=""dress color"" default=""Pastel green lime""}"",
        ""texture"": ""Ruched fabric, natural horizontal folds""
      },
      ""accessories"": {
        ""neck"": ""Chunky turquoise/teal beaded choker""
      },
      ""footwear"": {
        ""type"": ""High heels stiletto"",
        ""visibility"": ""One shoe visible on raised foot"",
        ""color_way"": ""Orange""
      }
    },
    ""pose_dynamics"": {
      ""posture"": ""Kneeling on floor, knees spread, slight lower back arch"",
      ""orientation"": ""Front-facing towards mirror"",
      ""limb_placement"": {
        ""right_arm"": ""Raised holding phone near face"",
        ""left_arm"": ""Extended to side holding hair strand"",
        ""legs"": ""Kneeling, one foot raised slightly behind""
      }
    }
  },
  ""environment_layer"": {
    ""setting_type"": ""Domestic hallway/landing"",
    ""spatial_layout"": {
      ""floor"": ""Plush light yellow wall-to-wall carpeting"",
      ""walls"": ""Pale pink paint, white baseboards"",
      ""background_left"": ""Red interior paneled door with silver knob, white light switch"",
      ""background_right"": ""Staircase with pink banisters and purple carpeted steps""
    }
  },
  ""composition_and_tech"": {
    ""framing"": {
      ""type"": ""Mirror Selfie"",
      ""angle"": ""Eye-level"",
      ""prop_device"": ""Alabaster apple iPhone smartphone, pearlescent/rainbow case, rear cameras visible""
    },
    ""lighting"": {
      ""source"": ""Diffused indoor natural light"",
      ""direction"": ""Front/Right"",
      ""shadows"": ""Soft, natural shadows on rear wall""
    },
    ""aesthetic_style"": {
      ""visual_core"": ""Photorealism"",
      ""vibe"": ""Gen Z Infl""
    }
  }","KeorUnreal","https://x.com/KeorUnreal/status/2012881277297311760"
